consent_given,screeningQ1,screeningQ2,age,gender,startingValues,rewardVec,decay_rate,replenishRates,travel_duration,feedback_duration,blk_number,blk_type,meanRewardBlock,currentPatchPosition,patchValueLeft,patchValueTop,patchValueRight,patchReplenishLeft,patchReplenishTop,patchReplenishRight,currentPatchReplenishRate,patchValueSlow,patchValueMedium,patchValueFast,patchReplenishSlow,patchReplenishMedium,patchReplenishFast,decisionType,trialPhase,patch_selection_key,patch_selection_RT,actual_rew_gain,rew_fbk_displayed,blk_points,blk_actions,exploit_phase_key,exploit_phase_RT,num_exploit_actions,meanRewardEntireExperiment,total_points,total_actions,actions_remaining,timeInPatch_seconds_,task_instruc_resp_keys,task_instruc_resp_rt,trials_welcome_thisRepN,trials_welcome_thisTrialN,trials_welcome_thisN,trials_welcome_thisIndex,trials_welcome_ran,session,date,expName,psychopyVersion,OS,frameRate,slider_response,slider_rt,trials_screening_thisRepN,trials_screening_thisTrialN,trials_screening_thisN,trials_screening_thisIndex,trials_screening_ran,demo_resp_keys,demo_resp_rt,trials_demographics_thisRepN,trials_demographics_thisTrialN,trials_demographics_thisN,trials_demographics_thisIndex,trials_demographics_ran,key_resp_keys,key_resp_rt,trials_instructions_thisRepN,trials_instructions_thisTrialN,trials_instructions_thisN,trials_instructions_thisIndex,trials_instructions_ran,rewardVectorToManipulate,blk_instruc_resp_keys,blk_instruc_resp_rt,blk_loop_thisRepN,blk_loop_thisTrialN,blk_loop_thisN,blk_loop_thisIndex,blk_loop_ran,blk_loop_order,trials_thisRepN,trials_thisTrialN,trials_thisN,trials_thisIndex,trials_ran,trials_order,sel_resp_keys,sel_resp_rt,exploit_loop_thisRepN,exploit_loop_thisTrialN,exploit_loop_thisN,exploit_loop_thisIndex,exploit_loop_ran,exploit_loop_order,exploit_resp_keys,exploit_resp_rt,post_blk_resp_keys,post_blk_resp_rt,closing_resp_keys,closing_resp_rt,participant
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,4,0,4,0,1,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,48,1,36,72,96,0.05,0.1,0.15,0.05,36,72,96,0.05,0.1,0.15,3,3,0,0,36,36,585,12,s,0.132615,5,45,9818,214,188,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,45,1,40,75,97,0.05,0.1,0.15,0.05,40,75,97,0.05,0.1,0.15,0,4,0,0,40,36,585,13,0,0,0,45,9818,215,187,10.478,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,s,0.132615,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,45,3,40,75,97,0.05,0.1,0.15,0.15,40,75,97,0.05,0.1,0.15,1,1,k,101.409,0,0,585,14,N/A,0,0,45,9818,216,186,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,45,3,43,77,97,0.05,0.1,0.15,0.15,43,77,97,0.05,0.1,0.15,0,2,0,0,0,0,585,14,N/A,0,0,45,9818,216,186,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,k,101.409,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,41,3,43,77,97,0.05,0.1,0.15,0.15,43,77,97,0.05,0.1,0.15,2,3,0,0,97,97,585,14,space,0.08655,0,45,9818,216,186,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,45,3,45,80,97,0.05,0.1,0.15,0.15,45,80,97,0.05,0.1,0.15,0,4,0,0,97,97,683,15,0,0,0,45,9915,217,185,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,space,0.08655,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,0,0,0,0,1,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,45,3,45,80,92,0.05,0.1,0.15,0.15,45,80,92,0.05,0.1,0.15,2,3,0,0,92,92,683,15,space,108.363,0,45,9915,217,185,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,48,3,48,82,92,0.05,0.1,0.15,0.15,48,82,92,0.05,0.1,0.15,0,4,0,0,92,92,776,16,0,0,0,45,10008,218,184,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,space,108.363,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,1,0,1,0,1,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,48,3,48,82,83,0.05,0.1,0.15,0.15,48,82,83,0.05,0.1,0.15,2,3,0,0,83,83,776,16,space,162.405,0,45,10008,218,184,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,50,3,51,83,83,0.05,0.1,0.15,0.15,51,83,83,0.05,0.1,0.15,0,4,0,0,83,83,860,17,0,0,0,46,10092,219,183,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,space,162.405,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,2,0,2,0,1,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,50,3,51,83,71,0.05,0.1,0.15,0.15,51,83,71,0.05,0.1,0.15,2,3,0,0,71,71,860,17,space,0.24208,0,46,10092,219,183,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,51,3,53,85,71,0.05,0.1,0.15,0.15,53,85,71,0.05,0.1,0.15,0,4,0,0,71,71,931,18,0,0,0,46,10164,220,182,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,space,0.24208,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,3,0,3,0,1,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,51,3,53,85,58,0.05,0.1,0.15,0.15,53,85,58,0.05,0.1,0.15,2,3,0,0,58,58,931,18,space,0.366065,0,46,10164,220,182,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,52,3,55,86,58,0.05,0.1,0.15,0.15,55,86,58,0.05,0.1,0.15,0,4,0,0,58,58,990,19,0,0,0,46,10222,221,181,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,space,0.366065,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,4,0,4,0,1,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,52,3,55,86,45,0.05,0.1,0.15,0.15,55,86,45,0.05,0.1,0.15,2,3,0,0,45,45,990,19,space,0.2989,0,46,10222,221,181,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,51,3,58,88,45,0.05,0.1,0.15,0.15,58,88,45,0.05,0.1,0.15,0,4,0,0,45,45,1035,20,0,0,0,46,10268,222,180,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,space,0.2989,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,5,0,5,0,1,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,51,3,58,88,33,0.05,0.1,0.15,0.15,58,88,33,0.05,0.1,0.15,3,3,0,0,33,33,1035,20,s,0.222595,6,46,10268,222,180,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,49,3,60,89,43,0.05,0.1,0.15,0.15,60,89,43,0.05,0.1,0.15,0,4,0,0,43,33,1035,21,0,0,0,46,10268,223,179,13.098,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,s,0.222595,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,2,0,2,0,1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,49,2,60,89,43,0.05,0.1,0.15,0.1,60,89,43,0.05,0.1,0.15,1,1,j,1.178.615,0,0,1035,22,N/A,0,0,46,10268,224,178,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,49,2,62,90,51,0.05,0.1,0.15,0.1,62,90,51,0.05,0.1,0.15,0,2,0,0,0,0,1035,22,N/A,0,0,46,10268,224,178,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,j,1.178,0.615,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,47,2,62,90,51,0.05,0.1,0.15,0.1,62,90,51,0.05,0.1,0.15,2,3,0,0,90,90,1035,22,space,0.14625,0,45,10268,224,178,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,48,2,64,90,59,0.05,0.1,0.15,0.1,64,90,59,0.05,0.1,0.15,0,4,0,0,90,90,1126,23,0,0,0,46,10358,225,177,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,space,0.14625,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,0,0,0,0,1,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,48,2,64,85,59,0.05,0.1,0.15,0.1,64,85,59,0.05,0.1,0.15,2,3,0,0,85,85,1126,23,space,0.087955,0,46,10358,225,177,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,50,2,65,85,65,0.05,0.1,0.15,0.1,65,85,65,0.05,0.1,0.15,0,4,0,0,85,85,1212,24,0,0,0,46,10444,226,176,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,space,0.087955,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,1,0,1,0,1,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,50,2,65,77,65,0.05,0.1,0.15,0.1,65,77,65,0.05,0.1,0.15,2,3,0,0,77,77,1212,24,space,0.19591,0,46,10444,226,176,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,51,2,67,77,70,0.05,0.1,0.15,0.1,67,77,70,0.05,0.1,0.15,0,4,0,0,77,77,1289,25,0,0,0,46,10522,227,175,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,space,0.19591,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,2,0,2,0,1,NaN,,NaN,,NaN,,NaN,2
NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,"",NaN,,2,2,51,2,67,66,70,0.05,0.1,0.15,0.1,67,66,70,0.05,0.1,0.15,2,3,0,0,66,66,1289,25,space,0.281625,0,46,10522,227,175,0,,,NaN,NaN,NaN,NaN,NaN,1,2020-11-12_18h32.43.233,Pirates_expt3,02.01.20,Win32,60,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,"",,,4,0,4,0,1,3,200,0,200,0,1,199,,NaN,200,0,200,0,1,199,,NaN,,NaN,,NaN,2
